# blastn
# Iteration: 0
# Query: 
# RID: MKPTF966014
# Database: nt
# Fields: query acc.ver, subject acc.ver, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 511 hits found
Query_30555	MK952250.1	99.599	499	2	0	1	499	22	520	0.0	911
Query_30555	MH483872.1	99.599	499	2	0	1	499	19	517	0.0	911
Query_30555	MG543781.1	99.599	499	2	0	1	499	26	524	0.0	911
Query_30555	KR782313.1	99.599	499	2	0	1	499	34	532	0.0	911
Query_30555	KP055595.1	99.599	499	2	0	1	499	35	533	0.0	911
Query_30555	AB709846.1	99.599	499	2	0	1	499	56	554	0.0	911
Query_30555	AB709845.1	99.599	499	2	0	1	499	55	553	0.0	911
Query_30555	AB709844.1	99.599	499	2	0	1	499	56	554	0.0	911
Query_30555	AB709843.1	99.599	499	2	0	1	499	56	554	0.0	911
Query_30555	AB709842.1	99.599	499	2	0	1	499	54	552	0.0	911
Query_30555	JQ647436.1	99.599	499	2	0	1	499	49	547	0.0	911
Query_30555	AB100362.1	99.599	499	2	0	1	499	1769	2267	0.0	911
Query_30555	AJ292397.1	99.599	499	2	0	1	499	28	526	0.0	911
Query_30555	AJ291800.1	99.599	499	2	0	1	499	78	576	0.0	911
Query_30555	MT606213.1	99.400	500	2	1	1	499	39	538	0.0	905
Query_30555	MH430729.1	99.399	499	3	0	1	499	29	527	0.0	905
Query_30555	AB709847.1	99.400	500	2	1	1	499	55	554	0.0	905
Query_30555	JQ433954.1	99.399	499	3	0	1	499	70	568	0.0	905
Query_30555	AM412780.1	99.400	500	2	1	1	499	66	565	0.0	905
Query_30555	AY555964.1	99.597	496	2	0	1	496	25	520	0.0	905
Query_30555	MK050625.2	99.399	499	2	1	1	499	57	554	0.0	904
Query_30555	MN537134.1	99.399	499	2	1	1	499	39	536	0.0	904
Query_30555	MK952351.1	99.399	499	2	1	1	499	23	520	0.0	904
Query_30555	MH424152.1	99.399	499	2	1	1	499	11	508	0.0	904
Query_30555	MH424140.1	99.399	499	2	1	1	499	11	508	0.0	904
Query_30555	MH424139.1	99.399	499	2	1	1	499	14	511	0.0	904
Query_30555	MH424138.1	99.399	499	2	1	1	499	12	509	0.0	904
Query_30555	MH424131.1	99.399	499	2	1	1	499	13	510	0.0	904
Query_30555	KC291612.1	99.399	499	2	1	1	499	39	536	0.0	904
Query_30555	KC007316.1	99.399	499	2	1	1	499	26	523	0.0	904
Query_30555	KC171356.1	99.399	499	2	1	1	499	35	532	0.0	904
Query_30555	AB378544.1	99.399	499	2	1	1	499	56	553	0.0	904
Query_30555	AB378543.1	99.399	499	2	1	1	499	56	553	0.0	904
Query_30555	AB214654.1	99.399	499	2	1	1	499	1766	2263	0.0	904
Query_30555	AY912487.1	99.399	499	2	1	1	499	76	573	0.0	904
Query_30555	AY903605.1	99.399	499	2	1	1	499	40	537	0.0	904
Query_30555	AJ303054.1	99.399	499	2	1	1	499	29	526	0.0	904
Query_30555	AJ291802.1	99.399	499	2	1	1	499	78	575	0.0	904
Query_30555	MN522019.1	99.398	498	2	1	1	498	26	522	0.0	902
Query_30555	AY555966.1	99.398	498	2	1	1	498	24	520	0.0	902
Query_30555	MH858892.1	99.200	500	3	1	1	499	65	564	0.0	900
Query_30555	JQ433953.1	99.200	500	3	1	1	499	70	569	0.0	900
Query_30555	JN618350.1	99.395	496	3	0	4	499	1	496	0.0	900
Query_30555	GU827482.1	99.198	499	4	0	1	499	41	539	0.0	900
Query_30555	FJ888384.1	99.395	496	3	0	1	496	25	520	0.0	900
Query_30555	AJ291804.1	99.198	499	4	0	1	499	78	576	0.0	900
Query_30555	MH858504.1	99.593	492	2	0	8	499	1	492	0.0	898
Query_30555	MH483836.1	99.198	499	3	1	1	499	19	516	0.0	898
Query_30555	MH483734.1	99.198	499	3	1	1	499	27	524	0.0	898
Query_30555	MH424155.1	99.593	492	2	0	1	492	87	578	0.0	898
Query_30555	KM056330.1	99.198	499	2	2	1	499	3	499	0.0	898
Query_30555	JX912944.1	99.198	499	3	1	1	499	6	503	0.0	898
Query_30555	JX403726.1	99.198	499	3	1	1	499	3	500	0.0	898
Query_30555	AB378549.1	99.198	499	3	1	1	499	56	553	0.0	898
Query_30555	AB378547.1	99.198	499	3	1	1	499	58	555	0.0	898
Query_30555	AB378545.1	99.198	499	3	1	1	499	56	553	0.0	898
Query_30555	EU733637.1	99.198	499	3	1	1	499	6	503	0.0	898
Query_30555	MH483694.1	99.000	500	3	2	1	499	27	525	0.0	894
Query_30555	KC403963.1	99.000	500	3	2	1	499	492	990	0.0	894
Query_30555	MH858477.1	99.390	492	3	0	1	492	31	522	0.0	893
Query_30555	KY977543.1	99.591	489	2	0	1	489	75	563	0.0	893
Query_30555	HG937084.1	99.390	492	3	0	1	492	92	583	0.0	893
Query_30555	AY273334.1	99.390	492	3	0	1	492	28	519	0.0	893
Query_30555	JN049821.1	98.998	499	4	1	1	499	50	547	0.0	893
Query_30555	AF108468.1	98.998	499	3	2	1	499	33	529	0.0	893
Query_30555	MG551577.1	99.389	491	3	0	9	499	1	491	0.0	891
Query_30555	AY555965.1	98.996	498	4	1	1	498	24	520	0.0	891
Query_30555	HM770972.1	98.800	500	4	2	1	499	12	510	0.0	889
Query_30555	MG031302.1	98.798	499	5	1	1	499	1	498	0.0	887
Query_30555	AJ291805.1	98.798	499	5	1	1	499	78	575	0.0	887
Query_30555	MH400791.1	99.187	492	3	1	8	499	2	492	0.0	885
Query_30555	FJ904285.1	98.795	498	5	1	1	498	55	551	0.0	885
Query_30555	KT583165.1	99.385	488	2	1	12	499	1	487	0.0	883
Query_30555	KC786989.1	99.383	486	3	0	1	486	29	514	0.0	881
Query_30555	MG031301.1	98.400	500	5	3	1	499	1	498	0.0	876
Query_30555	MN522389.1	99.582	479	2	0	1	479	32	510	0.0	874
