# blastn
# Iteration: 0
# Query: 92643
# RID: AZ661956016
# Database: nr
# Fields: query id, subject ids, % identity, alignment length, mismatches, gap opens, q. start, q. end, s. start, s. end, evalue, bit score
# 2213 hits found
92643	gi|349736152|gb|CP003034.1|	97.73	88	1	1	1	88	4742431	4742517	1e-33	  150
92643	gi|323376397|gb|CP002516.1|	100.00	100	0	0	1	100	4552884	4552785	4e-44	  185
92643	gi|323376397|gb|CP002516.1|	98.00	100	2	0	1	100	4858495	4858396	8e-41	  174
92643	gi|323376397|gb|CP002516.1|	96.00	100	4	0	1	100	1205276	1205375	2e-37	  163
92643	gi|323376397|gb|CP002516.1|	96.00	100	4	0	1	100	4593430	4593331	2e-37	  163
92643	gi|323376397|gb|CP002516.1|	97.73	88	1	1	1	88	465848	465934	1e-33	  150
92643	gi|323376397|gb|CP002516.1|	97.73	88	1	1	1	88	3886153	3886067	1e-33	  150
92643	gi|323376397|gb|CP002516.1|	95.45	88	3	1	1	88	4764866	4764780	3e-30	  139
92643	gi|315059226|gb|CP002185.1|	100.00	100	0	0	1	100	4473358	4473457	4e-44	  185
92643	gi|315059226|gb|CP002185.1|	98.00	100	2	0	1	100	4167747	4167846	8e-41	  174
92643	gi|315059226|gb|CP002185.1|	96.00	100	4	0	1	100	2900581	2900482	2e-37	  163
92643	gi|315059226|gb|CP002185.1|	96.00	100	4	0	1	100	4432814	4432913	2e-37	  163
92643	gi|315059226|gb|CP002185.1|	97.73	88	1	1	1	88	225750	225836	1e-33	  150
92643	gi|315059226|gb|CP002185.1|	97.73	88	1	1	1	88	3640225	3640139	1e-33	  150
92643	gi|315059226|gb|CP002185.1|	95.45	88	3	1	1	88	4261378	4261464	3e-30	  139
92643	gi|313848522|emb|AM946981.2|	100.00	100	0	0	1	100	2596158	2596059	4e-44	  185
92643	gi|313848522|emb|AM946981.2|	100.00	100	0	0	1	100	3833556	3833655	4e-44	  185
92643	gi|313848522|emb|AM946981.2|	100.00	100	0	0	1	100	4117675	4117774	4e-44	  185
92643	gi|313848522|emb|AM946981.2|	99.00	100	1	0	1	100	4076461	4076560	2e-42	  180
92643	gi|313848522|emb|AM946981.2|	97.73	88	1	1	1	88	228111	228197	1e-33	  150
92643	gi|313848522|emb|AM946981.2|	97.73	88	1	1	1	88	3288419	3288333	1e-33	  150
92643	gi|313848522|emb|AM946981.2|	97.73	88	1	1	1	88	3943845	3943931	1e-33	  150
92643	gi|307625127|gb|CP002167.1|	100.00	100	0	0	1	100	768573	768672	4e-44	  185
92643	gi|307625127|gb|CP002167.1|	100.00	100	0	0	1	100	3438767	3438668	4e-44	  185
92643	gi|307625127|gb|CP002167.1|	100.00	100	0	0	1	100	3946244	3946343	4e-44	  185
92643	gi|307625127|gb|CP002167.1|	100.00	100	0	0	1	100	4199152	4199251	4e-44	  185
92643	gi|307625127|gb|CP002167.1|	97.73	88	1	1	1	88	4064652	4064738	1e-33	  150
92643	gi|307625127|gb|CP002167.1|	96.59	88	2	1	1	88	4990779	4990865	6e-32	  145
92643	gi|307625127|gb|CP002167.1|	94.32	88	4	1	1	88	3387112	3387026	1e-28	  134
92643	gi|307551844|gb|CP001671.1|	100.00	100	0	0	1	100	4313185	4313284	4e-44	  185
92643	gi|307551844|gb|CP001671.1|	100.00	100	0	0	1	100	4569429	4569528	4e-44	  185
92643	gi|307551844|gb|CP001671.1|	100.00	100	0	0	1	100	4609600	4609699	4e-44	  185
92643	gi|307551844|gb|CP001671.1|	97.00	100	3	0	1	100	2962982	2962883	4e-39	  169
92643	gi|307551844|gb|CP001671.1|	97.73	88	1	1	1	88	232549	232635	1e-33	  150
92643	gi|307551844|gb|CP001671.1|	97.73	88	1	1	1	88	3763010	3762924	1e-33	  150
92643	gi|307551844|gb|CP001671.1|	95.45	88	3	1	1	88	4431530	4431616	3e-30	  139
92643	gi|296142109|gb|CP001509.3|	100.00	100	0	0	1	100	2596164	2596065	4e-44	  185
92643	gi|296142109|gb|CP001509.3|	100.00	100	0	0	1	100	3833562	3833661	4e-44	  185
92643	gi|296142109|gb|CP001509.3|	100.00	100	0	0	1	100	4117681	4117780	4e-44	  185
92643	gi|296142109|gb|CP001509.3|	99.00	100	1	0	1	100	4076467	4076566	2e-42	  180
92643	gi|296142109|gb|CP001509.3|	97.73	88	1	1	1	88	228117	228203	1e-33	  150
92643	gi|296142109|gb|CP001509.3|	97.73	88	1	1	1	88	3288425	3288339	1e-33	  150
92643	gi|296142109|gb|CP001509.3|	97.73	88	1	1	1	88	3943851	3943937	1e-33	  150
92643	gi|294489418|gb|CP001969.1|	100.00	100	0	0	1	100	3027364	3027265	4e-44	  185
92643	gi|294489418|gb|CP001969.1|	100.00	100	0	0	1	100	4317076	4317175	4e-44	  185
92643	gi|294489418|gb|CP001969.1|	100.00	100	0	0	1	100	4569996	4570095	4e-44	  185
92643	gi|294489418|gb|CP001969.1|	100.00	100	0	0	1	100	4610165	4610264	4e-44	  185
92643	gi|294489418|gb|CP001969.1|	96.59	88	2	1	1	88	229947	230033	6e-32	  145
92643	gi|294489418|gb|CP001969.1|	96.59	88	2	1	1	88	3798125	3798039	6e-32	  145
92643	gi|294489418|gb|CP001969.1|	95.45	88	3	1	1	88	4435487	4435573	3e-30	  139
92643	gi|284919779|emb|FN554766.1|	100.00	100	0	0	1	100	4642808	4642907	4e-44	  185
92643	gi|284919779|emb|FN554766.1|	97.00	100	3	0	1	100	2985555	2985456	4e-39	  169
92643	gi|284919779|emb|FN554766.1|	97.00	100	3	0	1	100	4408875	4408974	4e-39	  169
92643	gi|284919779|emb|FN554766.1|	97.00	100	3	0	1	100	4684051	4684150	4e-39	  169
92643	gi|284919779|emb|FN554766.1|	97.73	88	1	1	1	88	230127	230213	1e-33	  150
92643	gi|284919779|emb|FN554766.1|	97.73	88	1	1	1	88	4509407	4509493	1e-33	  150
92643	gi|284919779|emb|FN554766.1|	94.32	88	4	1	1	88	3788624	3788538	1e-28	  134
92643	gi|281177210|dbj|AP009378.1|	100.00	100	0	0	1	100	2653539	2653440	4e-44	  185
92643	gi|281177210|dbj|AP009378.1|	100.00	100	0	0	1	100	3904269	3904368	4e-44	  185
92643	gi|281177210|dbj|AP009378.1|	100.00	100	0	0	1	100	4018782	4018881	4e-44	  185
92643	gi|281177210|dbj|AP009378.1|	100.00	100	0	0	1	100	4201896	4201995	4e-44	  185
